*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=SPDT JUMPER Switch-Array-PCB
*Date=20:10:48
*CreatedBy=Fritzing 0.9.1b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
143;;;31.7246;-128.767;0;Bottom;Copper Fill3
144;;;67.2229;-52.4891;0;Bottom;TXT2
145;;;-12.5063;-72.4103;90;Bottom;Ruler1
146;;;66.661;-113.528;0;Bottom;TXT2
147;;THT;47.6256;-27.1309;0;Bottom;Out+
148;;;68.1622;-98.2742;0;Bottom;TXT2
149;;;68.5827;-32.0734;0;Bottom;TXT2
150;;THT;52.7056;-100.791;0;Bottom;Out-
151;;;4.32449;-101.564;0;Bottom;TXT3
152;;THT;28.5756;-84.2809;0;Bottom;C-2
153;;;59.0804;-127.497;0;Bottom;Copper Fill7
154;;THT;28.5756;-124.921;0;Bottom;C-
155;;;67.1057;-85.5689;0;Bottom;TXT2
156;;;66.8469;-105.786;0;Bottom;TXT2
157;;;61.0108;-109.717;0;Bottom;Copper Fill19
158;;;69.2157;-141.431;0;Bottom;Hole2
159;;;6.98547;-3.001;0;Bottom;Hole12
160;;;68.2965;-47.1302;0;Bottom;TXT2
161;;;46.3804;-127.497;0;Bottom;Copper Fill5
162;;THT;22.2256;-102.061;0;Bottom;C+1
163;;;66.9548;-103.121;0;Bottom;TXT2
