*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=4316d Single Inverter and resistive tone control pcb d
*Date=18:52:13
*CreatedBy=Fritzing 0.9.2b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
150;;;25.019;-33.4859;0;Bottom;Copper Fill101
151;;;63.8302;-35.6068;0;Bottom;Copper Fill23
152;;;31.7968;-44.839;0;Bottom;Via7
153;;;62.738;-47.4559;0;Bottom;Copper Fill64
154;;;83.058;-47.4559;0;Bottom;Copper Fill76
155;;;57.8866;-30.9459;0;Bottom;Copper Fill45
156;;;118.44;-30.9459;0;Bottom;Copper Fill104
157;;;24.1173;-30.1966;0;Bottom;Copper Fill65
158;;;49.4792;-29.0028;0;Bottom;Copper Fill16
159;;;85.979;-33.4859;0;Bottom;Copper Fill92
160;;;52.0573;-34.3622;0;Bottom;Copper Fill98
161;;;123.927;-47.4559;0;Bottom;Copper Fill26
162;;;124.507;-2.92896;0;Bottom;Hole4
163;;;19.0968;-19.439;0;Bottom;Via19
164;;;113.017;-34.3622;0;Bottom;Copper Fill89
165;;DIP (Dual Inline) [THT];76.2468;-37.219;-90;Bottom;4316-2
