*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=4316d Single Inverter and resistive tone control pcb e
*Date=11:52:52
*CreatedBy=Fritzing 0.9.2b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
101;;;114.452;-24.9868;0;Bottom;Copper Fill47
102;;;38.8354;-36.3826;0;Bottom;Via2
103;;;112.458;-20.8847;0;Bottom;Copper Fill123
104;;;26.0985;-16.6175;0;Bottom;Copper Fill101
105;;;116.992;-35.1468;0;Bottom;Copper Fill58
106;;;84.5185;-18.9543;0;Bottom;Copper Fill28
107;;;115.035;-24.9526;0;Bottom;Via35
108;;;25.5778;-36.4168;0;Bottom;Copper Fill67
109;;;32.4485;-10.2929;0;Bottom;Copper Fill53
110;;;114.948;-18.9543;0;Bottom;Copper Fill59
111;;;51.4985;-18.9543;0;Bottom;Copper Fill62
112;100k;THT;109.955;-31.3025;0;Bottom;RV
113;;;95.9866;-21.4689;0;Bottom;Copper Fill20
114;;;25.908;-28.7841;0;Bottom;Copper Fill7
115;;THT;118.845;-10.9825;0;Bottom;Out+  Out-
116;;;23.5585;-18.9543;0;Bottom;Copper Fill32
117;;;120.117;-26.2695;0;Bottom;Copper Fill82
118;;DIP (Dual Inline) [THT];14.7055;-23.6825;-90;Bottom;4316-0
119;;;123.925;-35.1126;0;Bottom;Via33
120;;THT;107.415;-38.9225;90;Bottom;V3 T1 V5 Ton Strt T3 V1
121;;;81.9785;-33.3815;0;Bottom;Copper Fill125
122;;;81.9785;-18.9543;0;Bottom;Copper Fill61
123;;DIP (Dual Inline) [THT];106.145;-23.6825;-90;Bottom;4316-3
124;;;58.0618;-22.2938;0;Bottom;Via15
125;;;26.0985;-16.6175;0;Bottom;Copper Fill39
126;;;116.992;-35.1468;0;Bottom;Copper Fill110
127;;;26.5938;-16.0968;0;Bottom;Copper Fill42
128;100nF;100 mil [THT, multilayer];93.3241;-26.0964;135;Bottom;Cdc
129;;;62.1538;-33.8768;0;Bottom;Copper Fill120
130;;THT;118.845;-21.1425;0;Bottom;GND GND V- V+
131;;;46.4185;-14.1029;0;Bottom;Copper Fill121
132;;;25.5778;-36.4168;0;Bottom;Copper Fill113
133;;;90.1573;-30.3589;0;Bottom;Copper Fill99
134;;;47.3456;-17.3033;0;Bottom;Copper Fill17
135;;;51.4985;-20.8847;0;Bottom;Copper Fill117
136;32k;THT;87.0955;-14.7925;0;Bottom;RT2
137;;;54.0385;-18.9543;0;Bottom;Copper Fill92
138;100nF;100 mil [THT, multilayer];89.314;-28.4552;135;Bottom;Cdc
139;100k;THT;79.4755;-31.3025;0;Bottom;RV
140;;;8.3185;-32.1623;0;Bottom;Copper Fill33
141;;;46.9138;-13.6076;0;Bottom;Copper Fill75
142;;;31.9278;-9.7976;0;Bottom;Copper Fill55
143;100nF;100 mil [THT, multilayer];118.845;-28.7625;90;Bottom;Cdc
144;;;81.9785;-34.3975;0;Bottom;Copper Fill76
145;;;17.2454;-22.4126;0;Bottom;Via18
146;;;61.1378;-33.8768;0;Bottom;Copper Fill72
147;;;117.856;-17.3668;0;Bottom;Copper Fill26
