*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=4316ArrayPCB
*Date=23:16:13
*CreatedBy=Fritzing 0.9.1b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
101;;THT;23.6631;-48.0946;-90;Bottom;J1-6
102;;;26.1493;-30.079;0;Bottom;Copper Fill144
103;;THT;129.073;-43.0146;-90;Bottom;V+6.1
104;;THT;80.8131;-25.2346;-90;Bottom;J4-3
105;;THT;40.1731;-25.2346;-90;Bottom;J2-3
106;;;145.796;-12.5657;0;Bottom;Copper Fill168
107;;;75.3872;-25.2657;0;Bottom;Copper Fill142
108;;;99.5172;-25.2657;0;Bottom;Copper Fill140
109;;THT;122.723;-40.4746;-90;Bottom;C-10
110;;THT;90.9731;-40.4746;-90;Bottom;J4-7
111;;THT;64.3031;-25.2346;-90;Bottom;J3-1
112;;;170.929;-11.5878;0;Bottom;Copper Fill180
113;;DIP (Dual Inline) [THT];41.4431;-32.8546;-90;Bottom;4316-2
114;;THT;146.853;-40.4746;-90;Bottom;C-12
115;;THT;56.6831;-65.8746;-90;Bottom;V+3.2
116;;THT;153.203;-43.0146;-90;Bottom;V+7.1
117;;;99.5172;-29.0757;0;Bottom;Copper Fill151
118;;THT;195.113;-63.3346;-90;Bottom;V-
119;;THT;187.493;-55.7146;-90;Bottom;J8-4
120;;;27.1272;-12.5657;0;Bottom;Copper Fill163
121;;THT;90.9731;-55.7146;-90;Bottom;J4-8
122;;DIP (Dual Inline) [THT];65.5731;-32.8546;-90;Bottom;4316-3
123;;;3.34306;-72.2246;0;Bottom;Hole1
124;;;122.669;-30.079;0;Bottom;Copper Fill152
125;;THT;50.3331;-43.0146;-90;Bottom;V-2.1
126;;THT;146.853;-12.5346;-90;Bottom;G6.2
127;;THT;13.5031;-12.5346;-90;Bottom;Coils
128;;;19.307;-55.804;0;Bottom;TXT1
129;;THT;84.6231;-43.0146;-90;Bottom;1S4S-4
130;;THT;50.3331;-63.3346;-90;Bottom;V-2.2
131;;;120.129;-30.079;0;Bottom;Copper Fill186
132;;;3.34306;-3.64451;0;Bottom;Hole2
133;;;195.059;-11.5878;0;Bottom;Copper Fill134
134;;THT;170.983;-63.3346;-90;Bottom;V-7.2
135;;;71.3994;-34.1176;0;Bottom;Copper Fill92
136;;;127.152;-35.3876;0;Bottom;Copper Fill99
137;;THT;32.5531;-17.6146;-90;Bottom;J2-2
138;;THT;177.333;-17.6146;-90;Bottom;J8-2
139;;;28.6649;-57.7571;0;Bottom;TXT1
140;;;100.432;-37.9784;0;Bottom;Copper Fill132
141;;DIP (Dual Inline) [THT];17.3131;-32.8546;-90;Bottom;4316-1
142;;THT;26.2031;-12.5346;-90;Bottom;G1.2
143;;THT;136.693;-20.1546;-90;Bottom;J6-4
144;;;50.2793;-30.079;0;Bottom;Copper Fill146
145;;THT;129.073;-25.2346;-90;Bottom;J6-1
146;;THT;13.5031;-25.2346;-90;Bottom;J1-3
147;;THT;141.773;-55.7146;-90;Bottom;J6-6
148;;THT;64.3031;-15.0746;-90;Bottom;J3-2
149;;THT;112.563;-25.2346;-90;Bottom;J5-1
150;;THT;164.633;-25.2346;-90;Bottom;2S3S-7
151;;;168.389;-30.079;0;Bottom;Copper Fill188
152;;;25.7048;-34.1176;0;Bottom;Copper Fill85
153;;THT;74.4631;-63.3346;-90;Bottom;V-3.2
154;;;50.2793;-11.5878;0;Bottom;Copper Fill173
155;;;196.037;-12.5657;0;Bottom;Copper Fill136
156;;THT;170.983;-43.0146;-90;Bottom;V-7.1
157;;;197.653;-72.2246;0;Bottom;Hole3
158;;THT;18.5831;-60.7946;-90;Bottom;Coils-Amp
159;;;74.4093;-11.5878;0;Bottom;Copper Fill176
160;;THT;50.3331;-40.4746;-90;Bottom;C-4
161;;THT;146.853;-25.2346;-90;Bottom;G6.1
162;;THT;28.7431;-40.4746;-90;Bottom;V-1.1
163;;;98.5393;-11.5878;0;Bottom;Copper Fill170
164;;THT;129.073;-17.6146;-90;Bottom;J6-2
165;;;101.93;-34.1176;0;Bottom;Copper Fill96
166;;;22.4817;-57.8063;0;Bottom;TXT1
167;;THT;177.333;-40.4746;-90;Bottom;C-15
168;;THT;153.203;-65.8746;-90;Bottom;V+7.2
169;;THT;56.6831;-40.4746;-90;Bottom;C-5
170;;THT;122.723;-43.0146;-90;Bottom;V-5.1
171;;;123.647;-12.5657;0;Bottom;Copper Fill166
172;;THT;181.143;-43.0146;-90;Bottom;1S4S-8
173;;;74.4093;-30.079;0;Bottom;Copper Fill148
174;;DIP (Dual Inline) [THT];137.963;-32.8546;-90;Bottom;4316-6
175;;THT;50.3331;-25.2346;-90;Bottom;G2.1
176;;;11.6223;-57.7544;0;Bottom;TXT1
177;;;146.799;-11.5878;0;Bottom;Copper Fill167
178;;THT;12.2331;-43.0146;-90;Bottom;1S4S-1
179;;THT;19.8531;-25.2346;-90;Bottom;2S3S-1
180;;;73.406;-12.5657;0;Bottom;Copper Fill177
181;;THT;170.983;-40.4746;-90;Bottom;C-14
182;;;51.2572;-29.0757;0;Bottom;Copper Fill147
183;;;195.059;-30.079;0;Bottom;Copper Fill158
184;;;121.666;-12.5657;0;Bottom;Copper Fill165
185;;THT;160.823;-22.6946;-90;Bottom;J7-1
186;;THT;122.723;-25.2346;-90;Bottom;G5.1
187;;THT;157.013;-43.0146;-90;Bottom;1S4S-7
188;;;75.3872;-12.5657;0;Bottom;Copper Fill178
189;;THT;71.9231;-53.1746;-90;Bottom;J3-6
190;;THT;35.0931;-20.1546;-90;Bottom;J2-6
